author_name,sentiment,compound_score,positive_score,negative_score,neutral_score,likes,reply_count,comment_text
@kareemchapman7363,Negative,-0.1027,0.0,0.149,0.851,0,0,Can I just say the intro song go hard 🔥🔥🔥
@JayPavlokinEnes,Negative,-0.8797,0.0,0.409,0.591,6,0,"18:30 AMEN!!!

The universe ain't God! God created it! You need the Son to have God! And the Bible mocks astrology/astrologers which God is against!"
@SuperDOC360,Neutral,0.0,0.0,0.0,1.0,19,0,All leather Felt some type way 😂
@Pete-da-peter,Negative,-0.6608,0.0,0.12,0.88,1,0,"19:15 Im watching this on my TV, I had to grad my phone to comment. 
Dude looking a bag of dirty laundry,  and have the nerves to pop on that girl on the 💚 green dress. 
She wouldn't match with u anyway. And dude you dont look like you ever be in the gym"
@anthonyt425,Neutral,0.0,0.0,0.0,1.0,13,0,0:22 Ain’t that the dance all the teenage girls be doing? Sir…
@komaramckinnon123,Positive,0.5659,0.343,0.0,0.657,1,0,Girl arlette you always look so stunning! 😭😍😍😍😍
@luismunozmartinez3682,Positive,0.743,0.863,0.0,0.137,2,0,Happy holidays y’all
@ycc0____,Positive,0.6597,0.31,0.0,0.69,362,0,did this guy 7:12 just say that his values are morals and values 😂😂
@latoshamajors5085,Negative,-0.0772,0.188,0.208,0.604,0,0,"What's wrong with Jeffrey's teeth? BM, we needed a close up. Lol"
@realbarrylipscombjr,Positive,0.5848,0.487,0.0,0.513,3,0,Merry Christmas 🎄🎁 everybody! 🎈🎈🎈🎈
@thee792,Negative,-0.6908,0.089,0.252,0.659,6,0,Respect to the Second Lady for taking that unnecessary criticism from that one guy in leather jacket he wanted a negative reaction from her which is just childish
@BrownskinbambiRN,Neutral,0.0,0.0,0.0,1.0,0,0,The last couple made sense
@ashhleyjo,Positive,0.4019,0.162,0.0,0.838,871,0,"“What are your 3 core morals?”
“Morals, values, and respect”
Boy is out here naming synonyms 😭"
@lesleyhikichi6273,Neutral,0.0,0.0,0.0,1.0,0,0,You know it’s not about her age or keith sweat- they didn’t have either a mortgage or a passport 😂😂😂
@freework768,Neutral,0.0,0.0,0.0,1.0,0,0,Not a foodie??!! Dem hamhocks say otherwise!
@mg679mirth9,Neutral,0.0,0.0,0.0,1.0,0,0,The Uncs!
@TYSHAAA,Negative,-0.2737,0.059,0.102,0.838,0,0,"Mr Man was doing too much about the girl in the green ""I don't like your eyebrows, I don't like you (non-existent mind you 👀😒) waist trainer, you say you want a fit man, but you probably could keep up with me.... blah blah""... 
SIr. Shut Up! 👀😂😭😭"
@mauricemoore3193,Positive,0.8376,0.218,0.052,0.73,0,0,"Ladies help me out, green dress doesn’t have a waist trainer on but did she get like a tummy tuck or something? I’m a little confused cause her stomach is super flat but the back of her arm has a little elbow fat."
@kamariasmommy2009,Positive,0.9183,0.684,0.0,0.316,2,0,Well Merry Christmas! We need love on the holidays too!
@liashaprince6950,Neutral,0.0,0.0,0.0,1.0,0,0,I'm my father's only son.  🍪?
@gregsmith3538,Neutral,0.0,0.0,0.0,1.0,1,0,Grown men episode
@constancemonaiwa1153,Neutral,0.0,0.0,0.0,1.0,2,0,"""and I'm my father's only son"" 😭"
@hickszn,Neutral,0.0,0.0,0.0,1.0,0,0,"Which do you prefer, egg nog or sugar plum tea? 

-The Balloon Whisperer"
@Niebert,Positive,0.4767,0.369,0.0,0.631,0,0,"money lending girl : "" i want someone close to christ"" 
lol"
@vision176,Negative,-0.6249,0.0,0.506,0.494,0,0,worst lineup of dudes ever
@volcanofazilamicnotnice,Neutral,0.0,0.0,0.0,1.0,1,0,Another episode of craziness😅 before Christmas
@jaydubya9265,Neutral,0.0,0.0,0.0,1.0,1,0,Didn’t realize this was just uploaded. Came over from a clip on insta about thick eyebrows and waist trainers 😂
@yahainHotPink,Positive,0.807,0.195,0.041,0.764,0,0,"2nd lady, with the first man that spoke to her. Thank goodness he popped. Came out the gate shady towards her. Age, waist and brows and gym stamina. Ruuuude! She was so polite and correct. Fit doesn't have a look. Just do the work and stop comparing"
@apex_knowledge8416,Positive,0.6588,0.405,0.087,0.508,4,0,"Let's leave ""It's just the Initial attraction "" in 2025 please!"
@paige4128,Neutral,0.0,0.0,0.0,1.0,1,0,23:33 She may not have on a waist trainer but sis got a BBL meaning they took the fat out of her stomach and put it in her butt.
@AprilLove97,Positive,0.6625,0.596,0.0,0.404,3,0,Arlette is looking FABULOUS!
@Lattraveler,Positive,0.5719,0.346,0.0,0.654,31,0,"Naming all those flaws, then saying you're perfect 😂"
@AprilLove97,Neutral,0.0,0.0,0.0,1.0,12,0,14:09 then why are you here?
@cheyenne8473,Negative,-0.3626,0.0,0.455,0.545,0,0,I almost broke my thumb
@latoshamajors5085,Negative,-0.5684,0.0,0.29,0.71,1,0,How is Mr. CANT SPEAK tryin to down someone. Ugh!!!
@Spartan14-g1s,Positive,0.1531,0.195,0.156,0.649,1,0,"Y'all are in ur 40s and y'all worrying about ""physical attraction"" ? Lmaoooo😂😂😂😂"
@isaiahchisom7154,Positive,0.5093,0.523,0.0,0.477,53,0,The initial attraction show! 😂
@AgnesNyaga69,Positive,0.5574,0.34,0.0,0.66,1,0,The line up got rich men with companies 😂
@Dan_beaut,Neutral,0.0,0.0,0.0,1.0,0,0,I’m earlyyyyyyyyy
@HOPE.TheresNoPlaceLikeHomeClub,Negative,-0.4084,0.0,0.313,0.687,5,0,Can we CANCEL the baby hair trend?
@deebrick5273,Positive,0.3612,0.294,0.0,0.706,5,0,I like how he said...if that is word.
@CoachBlossomCBrown,Negative,-0.4753,0.0,0.14,0.86,0,0,Not me getting here in the first 25 minutes🤣🤣🤣🤣 let’s see what Christmas foolishness we are about to receive! 😂😂😂😂😂
@TexasWest,Positive,0.636,0.276,0.0,0.724,1,0,EARLIEST IVE EVER WATCHED! Didn’t know I loved Pop the Balloon so much ❤
@Arnell_TheEsoteric_Long,Positive,0.6808,0.489,0.195,0.316,394,0,"""Just the initial attraction""
""God fearing""
""Foodie""
""Love to travel"""
@FashionForLess2,Positive,0.8689,0.831,0.0,0.169,3,0,Merry Christmas & Happy Holidays 🎅🏾🎄💫
@kyngjude,Positive,0.2724,0.061,0.0,0.939,2,0,This is very entertaining for me so I’ll always tune in but every time I watch this it reminds me of why so many people are still single and the population is on a decline.
@SpaceGate-sz9zq,Positive,0.961,0.552,0.0,0.448,0,0,"All praises to the most high, beautiful  Arlette hosting a show always lighten up the room beautiful smile love your show"
@liashaprince6950,Negative,-0.8285,0.057,0.239,0.704,59,0,"23:07 listen, I'm all about honesty. But pointing out his teeth (dental hygiene) which may already be an insecurity of his, is really unnecessary! Am I wrong for thinking this?!"
@syoung4724,Positive,0.4404,0.225,0.0,0.775,0,0,The 1st lady had her stuff together. I hope she finds someone.
@tammybradley6745,Negative,-0.656,0.0,0.327,0.673,1,0,This first guy is making me nauseous. He’s so sickening.
@mapitsomolaoa4971,Positive,0.6369,0.583,0.0,0.417,1,0,I love grown folks' episodes🎉🎉🎉
@paige4128,Positive,0.4767,0.233,0.123,0.643,20,0,I have to agree with Bro. I can’t stand it  when folks live in the gym but don’t look it.  They’re either lying or they don’t have good nutritional value.
@lavender2388,Positive,0.9439,0.392,0.0,0.608,131,0,"The first girl represented well of what a good well rounded woman is. She was very respectful and she stated that in her core values, so she’s true to herself. I’m surprised she didn’t get a match"
@cookingwitchefzayy8830,Positive,0.942,0.471,0.065,0.464,1,0,Merry Christmas!! Merry Christmas Merry Christmas!!!! Ninja!!! 🥷🏾Pinky voice 😂  lets see how the men line up doe lol oh shoot Dan back lol
@Su-m7z97,Neutral,0.0,0.0,0.0,1.0,0,0,19:18 and 19:32 I think they match same vibes and lies😂😂😂
@supbrice,Positive,0.1154,0.127,0.0,0.873,0,0,Okay It’s not launch time yet but I gotta heat my food 😅
@chrismwangi9228,Positive,0.5423,0.467,0.0,0.533,0,0,Merry Christmas to you y'all
@l.uhfentz4412,Positive,0.4215,0.438,0.25,0.312,1,0,I love you too is crazy
@deebrick5273,Positive,0.8728,0.472,0.0,0.528,18,0,"18 min and 7K views. Arlette, happy for you. LOVE the dress!"
@enzigenes,Positive,0.9363,0.17,0.057,0.773,2,0,"Regarding what the 2nd woman in the green dress stated about men being fit, women always want a man who (Looks) fit, but what women forget is that most men who go to the gym are not actually healthy. You can have that physique, and it's attractive, but as a man who goes to the gym 4 days a week, I see some of these brothers who eat junk food, consume lots of alcohol, eating chips and candy after their workouts, and they all are fit. A lot of men don't even know how to eat right, so it's a big difference between a man being fit and actually healthy. Yes, my body is fit, that'ss the exterior, but I focus more on my overall health. She should've mentioned that as well."
@CabinCalmbyCay,Positive,0.5423,0.467,0.0,0.533,0,0,Here we gooooo 🔥 Merry Christmas
@bangumsmurftv,Negative,-0.6908,0.081,0.263,0.656,1,0,"Brandon came for violence with the lady in green ,god damn. I thought she had a waist
trainer on too 😂 shawty snatched"
@KB-Tube-7082,Negative,-0.1027,0.098,0.114,0.787,0,0,I feel like all the  brothers that popped their own balloons were intimidated by the 1st lady in blue dress My opinion 🙆🏾‍♂️
@NISSIYav,Neutral,0.0,0.0,0.0,1.0,1,0,"This for Christmas Eve, for sure🎉"
@coolgool1,Positive,0.68,0.285,0.0,0.715,37,0,19:45 got me like 😮😮😮 lol omg cause I def think she had a waist trainer on too!
@vickiejones9779,Neutral,0.0,0.0,0.0,1.0,0,0,Let’s go! 🎉
@noor---123,Neutral,0.0,0.0,0.0,1.0,2,0,8:02  why he doesn't look at her
@indybaee,Positive,0.5423,0.636,0.0,0.364,2,0,Merry Christmas 🎄🎁
@Ogingo2024,Negative,-0.5256,0.0,0.326,0.674,44,0,So sad the first lady didn't get a match
@jeffue,Neutral,0.0,0.0,0.0,1.0,0,0,"Video: 1h45mins
Posted 20mins ago

Comments: 234"
@kdot713,Positive,0.6486,0.57,0.0,0.43,2,0,The gift that keeps on giving
@megvay5325,Neutral,0.0,0.0,0.0,1.0,11,0,Arlette's new gym body got delivered before the Christmas! a noticeable difference from Ep 1 to Ep 85!
@357twilson,Positive,0.1761,0.046,0.03,0.924,1,0,"The correct answer to the question if you had 5 million is, don’t spend any of it and live off of the interest. That’s $200,000 per year. For those who have business experience you can be a little more aggressive. But most do not."
@LIGHTLOVEONE7392,Neutral,0.0,0.0,0.0,1.0,639,0,ARLETTE! THAT DRESS WAS MADE FOR YOU!😩🩷
@renafirda,Neutral,0.0,0.0,0.0,1.0,1,0,ARLETTE YOU'RE STUNNINGGGGG
@JaniceWilliams-q6o,Positive,0.3291,0.251,0.0,0.749,0,0,"Okay guys the hats look nice, but be a gentleman and remove them."
@Mo-Mo_25,Positive,0.3773,0.122,0.053,0.825,5,0,The woman in green i already knew she didnt want more children.  Look at her body lol she got her body done 😂
@PorchiaDelkler,Positive,0.743,0.863,0.0,0.137,3,0,Happy holidays everyone
@a.r.4418,Negative,-0.5719,0.0,0.381,0.619,21,0,I would hate to walk out to this 🫠
@tcmace,Positive,0.4588,0.333,0.0,0.667,2,0,This is another episode of initial attraction.
@pinkdemeter96,Positive,0.6571,0.327,0.0,0.673,1,0,"Merry Christmas Arlette, BM, and all the religious PTB watchers!!!"
@mauricemoore3193,Neutral,0.0,0.0,0.0,1.0,7,0,The 2nd dude’s mean mug in the intro of a dating show let me know we’re in for a doozy 😂
@loveavable,Neutral,0.0,0.0,0.0,1.0,2,0,Men I've waited so long for this!
@no89lan3,Negative,-0.0772,0.0,0.302,0.698,2,0,This lineup is meh
@UltraHNWI1,Neutral,0.0,0.0,0.0,1.0,0,0,Run DMV
@RodieRoes,Neutral,0.0,0.0,0.0,1.0,3,0,"How do people stay so young in their 40's, Holi shit😂"
@mauriceboyd1910,Neutral,0.0,0.0,0.0,1.0,3,0,Nggas over 40 talking about making ticktock videos
@WorshipSongsMeVoici,Positive,0.5673,0.478,0.0,0.522,1,0,Ready to see some matches!!!!!!
@flypopping901,Positive,0.4588,0.15,0.0,0.85,150,0,Ole girl in the green said she thin in the waist & cute in the face. Waist Trainer were 😂
@BrianThompson-p1w,Positive,0.5423,0.538,0.0,0.462,2,0,May your Blessings continue 💕
@realfreedomofspeech,Negative,-0.34,0.0,0.375,0.625,12,0,Babyhair bangs are crazy work...
@dorcasmakiese4959,Positive,0.5423,0.467,0.0,0.533,0,0,Merry Christmas  Arlette and BM
@UltraHNWI1,Positive,0.7644,0.375,0.0,0.625,2,0,Merry Christmas Everyone! I'm here because I just wanted to hear them out.. lol
@blackrain6ft5,Positive,0.5423,0.636,0.0,0.364,0,0,Merry Christmas everyone.🎄🎁🎅🏽🎄🎄🎁🎅🏽🎄
@dariusv00,Positive,0.4215,0.318,0.0,0.682,0,0,5:02 dan with the cameo appearance lol.
@mauricemoore3193,Neutral,0.0,0.0,0.0,1.0,2,0,"I clicked on this video because out of the YouTube lineup, I just had to make a decision"
@christansdad,Neutral,0.0,0.0,0.0,1.0,0,0,Waaaaaaaayyy too long of an episode.  Keep it under an hour.
@Malachi32,Positive,0.5549,0.152,0.0,0.848,2,0,"🪑🪑🪑🪑🪑🪑🪑 Chairs here, for our weekly reminder that your current person isn't so bad as what's out there in the streets 😂"
@tasheenageorge4044,Neutral,0.0,0.0,0.0,1.0,2,0,Beeen waiting I was wondering if we were getting one today. I’ll be back! 😊
@ctl0405,Positive,0.8481,0.505,0.0,0.495,313,0,"""Thank you baby"" 
""Thank you I love you too"" after popping is crazy😭🤣"
@LikeSquad_CEO,Positive,0.8126,0.649,0.0,0.351,0,0,Merry Christmas my beautiful Americans 😍🎄✝️🎄
@HappyFitATL,Positive,0.171,0.165,0.147,0.688,73,0,I love how the 40's and 50's generations are all seeking to do things that solve problems in society.  That is something that the young generation just doesn't care about.
@LindaBerry1111,Positive,0.743,0.863,0.0,0.137,2,0,Happy holidays everyone 🎉
@kaywhit08,Positive,0.8928,0.727,0.0,0.273,3,0,Merry Christmas and Happy Holidays to Everyone!!!🌲🌲🍾🥂
@kingleo1514,Positive,0.4902,0.346,0.0,0.654,1,0,Financial ability?? But only if it’s a word!!!!
@ThreeVibin,Neutral,0.0,0.0,0.0,1.0,2,0,Arlette been in the gym
@KingCrisNoir,Neutral,0.0,0.0,0.0,1.0,16,0,"13:45 I don't think homie looked at her once, the whole time"
@marthayamboto3838,Neutral,0.0,0.0,0.0,1.0,3,0,😂 😂 Seems people camp here eyyy
@PitbullD,Positive,0.7835,0.534,0.0,0.466,2,0,Happy holidays everyone. Time to watch the show!!
@latashajenkins6725,Neutral,0.0,0.0,0.0,1.0,1,0,Welp... Here we go. 🫩🫩🫩
@RoseTwesigye,Positive,0.6114,0.444,0.0,0.556,9,0,Happy  Christmas  to every one here!🎉
@Lay__Loves,Positive,0.5093,0.354,0.0,0.646,1,0,"Be quiet eeverybody, Initial Attraction is on!"
@AnsiraMusic,Positive,0.5994,0.29,0.0,0.71,100,0,The line up is giving Pop The Balloon: Unc Edition like the Golden Bachelor.
@dariusv00,Positive,0.4588,0.5,0.0,0.5,1,0,initial attraction: EP 85
@Gotinks,Neutral,0.0,0.0,0.0,1.0,1,0,6:19  bro reminds me of Roy Jones Jr
@Natashsha-wt4fd,Neutral,0.0,0.0,0.0,1.0,2,0,I am early but I am just gonna come back in 2 hours so I can read all the juicy comments while watching 😆
@BrownskinbambiRN,Negative,-0.2385,0.05,0.09,0.86,1,0,"Ok I’m going to be honest and idc who does not like it . The line up of men was not it , and honestly this is an older group men look at Looks first the line up of women were not good looking if they going to be older at least have them look good ya know. The last girl in all blk she was aight potential but everyone else na"
@kslim8734,Positive,0.743,0.863,0.0,0.137,0,0,Happy holidays 🎄🎅🏾
@beauh1432,Neutral,0.0,0.0,0.0,1.0,0,0,I am in!
@ceciliaassey7656,Positive,0.4019,0.215,0.122,0.663,50,0,"Grown up edition, loving this already ❤. 
Notice no enterprenuers doing seven different things😂."
@jaylangalloway3377,Neutral,0.0,0.0,0.0,1.0,2,0,Dan keep sliding on this show….
@Bronnexedwin,Positive,0.8271,0.461,0.0,0.539,3,0,Merry Christmas to all who love this show across the world...
@tarikamccain344,Positive,0.1901,0.093,0.0,0.907,0,0,The intro….😂😂😂 sheez I was like okayyyy at first…… but I don’t know what happened towards the end awww nah😂😭
@Mjray121,Positive,0.3612,0.161,0.0,0.839,1,0,Like this comment so I can come back and read the rest of the comments ❤
@brendanvasquez,Neutral,0.0,0.0,0.0,1.0,3,0,HEAR YE HEAR YE… ON ANOTHER EPISODE ON WHY MANY SUBJECTS WILL STAY SINGLE
